ID,Name,Subname,Generation,Sprite,Icon Locations,Tier,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,Special Ability,Egg Group 1,Egg Group 2,HP,ATK,DEF,SPA,SPD,SPE,BST,Size,Weight,Gender Ratio,Color,Link
806,Blacephalon,None,7,https://play.pokemonshowdown.com/sprites/gen5/blacephalon.png,-80px -2010px;,Illegal,FIRE,GHOST,Beast Boost,None,None,None,Undiscovered,None,53,127,53,151,79,107,570,1.8 m,13 kg,100% genderless,White,https://dex.pokemonshowdown.com/pokemon/blacephalon
807,Zeraora,None,7,https://play.pokemonshowdown.com/sprites/gen5/zeraora.png,-120px -2010px;,OU,ELECTRIC,None,Volt Absorb,None,None,None,Undiscovered,None,88,112,75,102,80,143,600,1.5 m,44.5 kg,100% genderless,Yellow,https://dex.pokemonshowdown.com/pokemon/zeraora
808,Meltan,None,7,https://play.pokemonshowdown.com/sprites/gen5/meltan.png,-160px -2010px;,RU,STEEL,None,Magnet Pull,None,None,None,Undiscovered,None,46,65,65,55,35,34,300,0.2 m,8 kg,100% genderless,Gray,https://dex.pokemonshowdown.com/pokemon/meltan
809,Melmetal,None,7,https://play.pokemonshowdown.com/sprites/gen5/melmetal.png,-200px -2010px;,Uber,STEEL,None,Iron Fist,None,None,None,Undiscovered,None,135,143,143,80,65,34,600,2.5 m,800 kg,100% genderless,Gray,https://dex.pokemonshowdown.com/pokemon/melmetal
809,Melmetal,Gmax,7,https://play.pokemonshowdown.com/sprites/gen5/melmetal-gmax.png,-40px -2910px;,Unreleased,STEEL,None,Iron Fist,None,None,None,Undiscovered,None,135,143,143,80,65,34,600,25 m,0 kg,100% genderless,Gray,https://dex.pokemonshowdown.com/pokemon/melmetalgmax
810,Grookey,None,8,https://play.pokemonshowdown.com/sprites/gen5/grookey.png,-240px -2010px;,LC,GRASS,None,Overgrow,None,Grassy Surge,None,Field,Grass,50,65,50,40,40,65,310,0.3 m,5 kg,87.5% male  12.5% female,Green,https://dex.pokemonshowdown.com/pokemon/grookey
811,Thwackey,None,8,https://play.pokemonshowdown.com/sprites/gen5/thwackey.png,-280px -2010px;,NFE,GRASS,None,Overgrow,None,Grassy Surge,None,Field,Grass,70,85,70,55,60,80,420,0.7 m,14 kg,87.5% male  12.5% female,Green,https://dex.pokemonshowdown.com/pokemon/thwackey
812,Rillaboom,None,8,https://play.pokemonshowdown.com/sprites/gen5/rillaboom.png,-320px -2010px;,RU,GRASS,None,Overgrow,None,Grassy Surge,None,Field,Grass,100,125,90,60,70,85,530,2.1 m,90 kg,87.5% male  12.5% female,Green,https://dex.pokemonshowdown.com/pokemon/rillaboom
813,Scorbunny,None,8,https://play.pokemonshowdown.com/sprites/gen5/scorbunny.png,-360px -2010px;,LC,FIRE,None,Blaze,None,Libero,None,Field,Human-Like,50,71,40,40,40,69,310,0.3 m,4.5 kg,87.5% male  12.5% female,White,https://dex.pokemonshowdown.com/pokemon/scorbunny
814,Raboot,None,8,https://play.pokemonshowdown.com/sprites/gen5/raboot.png,-400px -2010px;,NFE,FIRE,None,Blaze,None,Libero,None,Field,Human-Like,65,86,60,55,60,94,420,0.6 m,9 kg,87.5% male  12.5% female,Gray,https://dex.pokemonshowdown.com/pokemon/raboot
815,Cinderace,None,8,https://play.pokemonshowdown.com/sprites/gen5/cinderace.png,-440px -2010px;,OU,FIRE,None,Blaze,None,Libero,None,Field,Human-Like,80,116,75,65,75,119,530,1.4 m,33 kg,87.5% male  12.5% female,White,https://dex.pokemonshowdown.com/pokemon/cinderace
816,Sobble,None,8,https://play.pokemonshowdown.com/sprites/gen5/sobble.png,0px -2040px;,LC,WATER,None,Torrent,None,Sniper,None,Water 1,Field,50,40,40,70,40,70,310,0.3 m,4 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/sobble
817,Drizzile,None,8,https://play.pokemonshowdown.com/sprites/gen5/drizzile.png,-40px -2040px;,NFE,WATER,None,Torrent,None,Sniper,None,Water 1,Field,65,60,55,95,55,90,420,0.7 m,11.5 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/drizzile
818,Inteleon,None,8,https://play.pokemonshowdown.com/sprites/gen5/inteleon.png,-80px -2040px;,UU,WATER,None,Torrent,None,Sniper,None,Water 1,Field,70,85,65,125,65,120,530,1.9 m,45.2 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/inteleon
819,Skwovet,None,8,https://play.pokemonshowdown.com/sprites/gen5/skwovet.png,-120px -2040px;,LC,NORMAL,None,Cheek Pouch,None,Gluttony,None,Field,None,70,55,55,35,35,25,275,0.3 m,2.5 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/skwovet
820,Greedent,None,8,https://play.pokemonshowdown.com/sprites/gen5/greedent.png,-160px -2040px;,(PU),NORMAL,None,Cheek Pouch,None,Gluttony,None,Field,None,120,95,95,55,75,20,460,0.6 m,6 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/greedent
821,Rookidee,None,8,https://play.pokemonshowdown.com/sprites/gen5/rookidee.png,-200px -2040px;,LC,FLYING,None,Keen Eye,Unnerve,Big Pecks,None,Flying,None,38,47,35,33,35,57,245,0.2 m,1.8 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/rookidee
822,Corvisquire,None,8,https://play.pokemonshowdown.com/sprites/gen5/corvisquire.png,-240px -2040px;,NFE,FLYING,None,Keen Eye,Unnerve,Big Pecks,None,Flying,None,68,67,55,43,55,77,365,0.8 m,16 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/corvisquire
823,Corviknight,None,8,https://play.pokemonshowdown.com/sprites/gen5/corviknight.png,-280px -2040px;,OU,FLYING,STEEL,Pressure,Unnerve,Mirror Armor,None,Flying,None,98,87,105,53,85,67,495,2.2 m,75 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/corviknight
823,Corviknight,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/corviknight-gmax.png,-80px -2910px;,(Uber),FLYING,STEEL,Pressure,Unnerve,Mirror Armor,None,Flying,None,98,87,105,53,85,67,495,14 m,0 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/corviknightgmax
824,Blipbug,None,8,https://play.pokemonshowdown.com/sprites/gen5/blipbug.png,-320px -2040px;,LC,BUG,None,Swarm,Compound Eyes,Telepathy,None,Bug,None,25,20,20,25,45,45,180,0.4 m,8 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/blipbug
825,Dottler,None,8,https://play.pokemonshowdown.com/sprites/gen5/dottler.png,-360px -2040px;,NFE,BUG,PSYCHIC,Swarm,Compound Eyes,Telepathy,None,Bug,None,50,35,80,50,90,30,335,0.4 m,19.5 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/dottler
826,Orbeetle,None,8,https://play.pokemonshowdown.com/sprites/gen5/orbeetle.png,-400px -2040px;,NU,BUG,PSYCHIC,Swarm,Frisk,Telepathy,None,Bug,None,60,45,110,80,120,90,505,0.4 m,40.8 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/orbeetle
826,Orbeetle,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/orbeetle-gmax.png,-120px -2910px;,(Uber),BUG,PSYCHIC,Swarm,Frisk,Telepathy,None,Bug,None,60,45,110,80,120,90,505,14 m,0 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/orbeetlegmax
827,Nickit,None,8,https://play.pokemonshowdown.com/sprites/gen5/nickit.png,-440px -2040px;,LC,DARK,None,Run Away,Unburden,Stakeout,None,Field,None,40,28,28,47,52,50,245,0.6 m,8.9 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/nickit
828,Thievul,None,8,https://play.pokemonshowdown.com/sprites/gen5/thievul.png,0px -2070px;,PU,DARK,None,Run Away,Unburden,Stakeout,None,Field,None,70,58,58,87,92,90,455,1.2 m,19.9 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/thievul
829,Gossifleur,None,8,https://play.pokemonshowdown.com/sprites/gen5/gossifleur.png,-40px -2070px;,LC,GRASS,None,Cotton Down,Regenerator,Effect Spore,None,Grass,None,40,40,60,40,60,10,250,0.4 m,2.2 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/gossifleur
830,Eldegoss,None,8,https://play.pokemonshowdown.com/sprites/gen5/eldegoss.png,-80px -2070px;,NU,GRASS,None,Cotton Down,Regenerator,Effect Spore,None,Grass,None,60,50,90,80,120,60,460,0.5 m,2.5 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/eldegoss
831,Wooloo,None,8,https://play.pokemonshowdown.com/sprites/gen5/wooloo.png,-120px -2070px;,LC,NORMAL,None,Fluffy,Run Away,Bulletproof,None,Field,None,42,40,55,40,45,48,270,0.6 m,6 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/wooloo
832,Dubwool,None,8,https://play.pokemonshowdown.com/sprites/gen5/dubwool.png,-160px -2070px;,NU,NORMAL,None,Fluffy,Steadfast,Bulletproof,None,Field,None,72,80,100,60,90,88,490,1.3 m,43 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/dubwool
833,Chewtle,None,8,https://play.pokemonshowdown.com/sprites/gen5/chewtle.png,-200px -2070px;,LC,WATER,None,Strong Jaw,Shell Armor,Swift Swim,None,Monster,Water 1,50,64,50,38,38,44,284,0.3 m,8.5 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/chewtle
834,Drednaw,None,8,https://play.pokemonshowdown.com/sprites/gen5/drednaw.png,-240px -2070px;,NU,WATER,ROCK,Strong Jaw,Shell Armor,Swift Swim,None,Monster,Water 1,90,115,90,48,68,74,485,1 m,115.5 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/drednaw
834,Drednaw,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/drednaw-gmax.png,-160px -2910px;,(Uber),WATER,ROCK,Strong Jaw,Shell Armor,Swift Swim,None,Monster,Water 1,90,115,90,48,68,74,485,24 m,0 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/drednawgmax
835,Yamper,None,8,https://play.pokemonshowdown.com/sprites/gen5/yamper.png,-280px -2070px;,LC,ELECTRIC,None,Ball Fetch,None,Rattled,None,Field,None,59,45,50,40,50,26,270,0.3 m,13.5 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/yamper
836,Boltund,None,8,https://play.pokemonshowdown.com/sprites/gen5/boltund.png,-320px -2070px;,RU,ELECTRIC,None,Strong Jaw,None,Competitive,None,Field,None,69,90,60,90,60,121,490,1 m,34 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/boltund
837,Rolycoly,None,8,https://play.pokemonshowdown.com/sprites/gen5/rolycoly.png,-360px -2070px;,LC,ROCK,None,Steam Engine,Heatproof,Flash Fire,None,Mineral,None,30,40,50,40,50,30,240,0.3 m,12 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/rolycoly
838,Carkol,None,8,https://play.pokemonshowdown.com/sprites/gen5/carkol.png,-400px -2070px;,PU,ROCK,FIRE,Steam Engine,Flame Body,Flash Fire,None,Mineral,None,80,60,90,60,70,50,410,1.1 m,78 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/carkol
839,Coalossal,None,8,https://play.pokemonshowdown.com/sprites/gen5/coalossal.png,-440px -2070px;,RU,ROCK,FIRE,Steam Engine,Flame Body,Flash Fire,None,Mineral,None,110,80,120,80,90,30,510,2.8 m,310.5 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/coalossal
839,Coalossal,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/coalossal-gmax.png,-200px -2910px;,(Uber),ROCK,FIRE,Steam Engine,Flame Body,Flash Fire,None,Mineral,None,110,80,120,80,90,30,510,42 m,0 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/coalossalgmax
840,Applin,None,8,https://play.pokemonshowdown.com/sprites/gen5/applin.png,0px -2100px;,LC,GRASS,DRAGON,Ripen,Gluttony,Bulletproof,None,Grass,Dragon,40,40,80,40,40,20,260,0.2 m,0.5 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/applin
841,Flapple,None,8,https://play.pokemonshowdown.com/sprites/gen5/flapple.png,-40px -2100px;,RU,GRASS,DRAGON,Ripen,Gluttony,Hustle,None,Grass,Dragon,70,110,80,95,60,70,485,0.3 m,1 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/flapple
841,Flapple,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/flapple-gmax.png,-240px -2910px;,(Uber),GRASS,DRAGON,Ripen,Gluttony,Hustle,None,Grass,Dragon,70,110,80,95,60,70,485,24 m,0 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/flapplegmax
842,Appletun,None,8,https://play.pokemonshowdown.com/sprites/gen5/appletun.png,-80px -2100px;,NU,GRASS,DRAGON,Ripen,Gluttony,Thick Fat,None,Grass,Dragon,110,85,80,100,80,30,485,0.4 m,13 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/appletun
842,Appletun,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/appletun-gmax.png,-280px -2910px;,(Uber),GRASS,DRAGON,Ripen,Gluttony,Thick Fat,None,Grass,Dragon,110,85,80,100,80,30,485,24 m,0 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/appletungmax
843,Silicobra,None,8,https://play.pokemonshowdown.com/sprites/gen5/silicobra.png,-120px -2100px;,LC,GROUND,None,Sand Spit,Shed Skin,Sand Veil,None,Field,Dragon,52,57,75,35,50,46,315,2.2 m,7.6 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/silicobra
844,Sandaconda,None,8,https://play.pokemonshowdown.com/sprites/gen5/sandaconda.png,-160px -2100px;,NU,GROUND,None,Sand Spit,Shed Skin,Sand Veil,None,Field,Dragon,72,107,125,65,70,71,510,3.8 m,65.5 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/sandaconda
844,Sandaconda,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/sandaconda-gmax.png,-320px -2910px;,(Uber),GROUND,None,Sand Spit,Shed Skin,Sand Veil,None,Field,Dragon,72,107,125,65,70,71,510,22 m,0 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/sandacondagmax
845,Cramorant,None,8,https://play.pokemonshowdown.com/sprites/gen5/cramorant.png,-200px -2100px;,RU,FLYING,WATER,Gulp Missile,None,None,None,Water 1,Flying,70,85,55,85,95,85,475,0.8 m,18 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/cramorant
845,Cramorant,Gulping,8,https://play.pokemonshowdown.com/sprites/gen5/cramorant-gulping.png,0px -2700px;,RU,FLYING,WATER,Gulp Missile,None,None,None,Water 1,Flying,70,85,55,85,95,85,475,0.8 m,18 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/cramorantgulping
845,Cramorant,Gorging,8,https://play.pokemonshowdown.com/sprites/gen5/cramorant-gorging.png,-40px -2700px;,RU,FLYING,WATER,Gulp Missile,None,None,None,Water 1,Flying,70,85,55,85,95,85,475,0.8 m,18 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/cramorantgorging
846,Arrokuda,None,8,https://play.pokemonshowdown.com/sprites/gen5/arrokuda.png,-240px -2100px;,LC,WATER,None,Swift Swim,None,Propeller Tail,None,Water 2,None,41,63,40,40,30,66,280,0.5 m,1 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/arrokuda
847,Barraskewda,None,8,https://play.pokemonshowdown.com/sprites/gen5/barraskewda.png,-280px -2100px;,RU,WATER,None,Swift Swim,None,Propeller Tail,None,Water 2,None,61,123,60,60,50,136,490,1.3 m,30 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/barraskewda
848,Toxel,None,8,https://play.pokemonshowdown.com/sprites/gen5/toxel.png,-320px -2100px;,LC,ELECTRIC,POISON,Rattled,Static,Klutz,None,Undiscovered,None,40,38,35,54,35,40,242,0.4 m,11 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/toxel
849,Toxtricity,None,8,https://play.pokemonshowdown.com/sprites/gen5/toxtricity.png,-360px -2100px;,UU,ELECTRIC,POISON,Punk Rock,Plus,Technician,None,Human-Like,None,75,98,70,114,70,75,502,1.6 m,40 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/toxtricity
849,Toxtricity,Low-Key,8,https://play.pokemonshowdown.com/sprites/gen5/toxtricity-lowkey.png,-80px -2700px;,UU,ELECTRIC,POISON,Punk Rock,Minus,Technician,None,Human-Like,None,75,98,70,114,70,75,502,1.6 m,40 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/toxtricitylowkey
849,Toxtricity,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/toxtricity-gmax.png,-360px -2910px;,(Uber),ELECTRIC,POISON,Punk Rock,Plus,Technician,None,Human-Like,None,75,98,70,114,70,75,502,24 m,0 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/toxtricitygmax
849,Toxtricity,Low-Key-Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/toxtricity-gmax.png,-360px -2910px;,(Uber),ELECTRIC,POISON,Punk Rock,Minus,Technician,None,Human-Like,None,75,98,70,114,70,75,502,24 m,0 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/toxtricitylowkeygmax
850,Sizzlipede,None,8,https://play.pokemonshowdown.com/sprites/gen5/sizzlipede.png,-400px -2100px;,LC,FIRE,BUG,Flash Fire,White Smoke,Flame Body,None,Bug,None,50,65,45,50,50,45,305,0.7 m,1 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/sizzlipede
851,Centiskorch,None,8,https://play.pokemonshowdown.com/sprites/gen5/centiskorch.png,-440px -2100px;,RU,FIRE,BUG,Flash Fire,White Smoke,Flame Body,None,Bug,None,100,115,65,90,90,65,525,3 m,120 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/centiskorch
851,Centiskorch,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/centiskorch-gmax.png,-400px -2910px;,(Uber),FIRE,BUG,Flash Fire,White Smoke,Flame Body,None,Bug,None,100,115,65,90,90,65,525,75 m,0 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/centiskorchgmax
852,Clobbopus,None,8,https://play.pokemonshowdown.com/sprites/gen5/clobbopus.png,0px -2130px;,LC,FIGHTING,None,Limber,None,Technician,None,Water 1,Human-Like,50,68,60,50,50,32,310,0.6 m,4 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/clobbopus
853,Grapploct,None,8,https://play.pokemonshowdown.com/sprites/gen5/grapploct.png,-40px -2130px;,PU,FIGHTING,None,Limber,None,Technician,None,Water 1,Human-Like,80,118,90,70,80,42,480,1.6 m,39 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/grapploct
854,Sinistea,None,8,https://play.pokemonshowdown.com/sprites/gen5/sinistea.png,-80px -2130px;,LC,GHOST,None,Weak Armor,None,Cursed Body,None,Mineral,Amorphous,40,45,45,74,54,50,308,0.1 m,0.2 kg,100% genderless,Purple,https://dex.pokemonshowdown.com/pokemon/sinistea
854,Sinistea,Antique,8,https://play.pokemonshowdown.com/sprites/gen5/sinistea-antique.png,-80px -2130px;,LC,GHOST,None,Weak Armor,None,Cursed Body,None,Undiscovered,None,40,45,45,74,54,50,308,0.1 m,0.2 kg,100% genderless,Purple,https://dex.pokemonshowdown.com/pokemon/sinisteaantique
855,Polteageist,None,8,https://play.pokemonshowdown.com/sprites/gen5/polteageist.png,-120px -2130px;,UU,GHOST,None,Weak Armor,None,Cursed Body,None,Mineral,Amorphous,60,65,65,134,114,70,508,0.2 m,0.4 kg,100% genderless,Purple,https://dex.pokemonshowdown.com/pokemon/polteageist
855,Polteageist,Antique,8,https://play.pokemonshowdown.com/sprites/gen5/polteageist-antique.png,-120px -2130px;,UU,GHOST,None,Weak Armor,None,Cursed Body,None,Undiscovered,None,60,65,65,134,114,70,508,0.2 m,0.4 kg,100% genderless,Purple,https://dex.pokemonshowdown.com/pokemon/polteageistantique
856,Hatenna,None,8,https://play.pokemonshowdown.com/sprites/gen5/hatenna.png,-160px -2130px;,LC,PSYCHIC,None,Healer,Anticipation,Magic Bounce,None,Fairy,None,42,30,45,56,53,39,265,0.4 m,3.4 kg,100% female,Pink,https://dex.pokemonshowdown.com/pokemon/hatenna
857,Hattrem,None,8,https://play.pokemonshowdown.com/sprites/gen5/hattrem.png,-200px -2130px;,PU,PSYCHIC,None,Healer,Anticipation,Magic Bounce,None,Fairy,None,57,40,65,86,73,49,370,0.6 m,4.8 kg,100% female,Pink,https://dex.pokemonshowdown.com/pokemon/hattrem
858,Hatterene,None,8,https://play.pokemonshowdown.com/sprites/gen5/hatterene.png,-240px -2130px;,OU,PSYCHIC,FAIRY,Healer,Anticipation,Magic Bounce,None,Fairy,None,57,90,95,136,103,29,510,2.1 m,5.1 kg,100% female,Pink,https://dex.pokemonshowdown.com/pokemon/hatterene
858,Hatterene,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/hatterene-gmax.png,-440px -2910px;,(Uber),PSYCHIC,FAIRY,Healer,Anticipation,Magic Bounce,None,Fairy,None,57,90,95,136,103,29,510,26 m,0 kg,100% female,Pink,https://dex.pokemonshowdown.com/pokemon/hatterenegmax
859,Impidimp,None,8,https://play.pokemonshowdown.com/sprites/gen5/impidimp.png,-280px -2130px;,LC,DARK,FAIRY,Prankster,Frisk,Pickpocket,None,Fairy,Human-Like,45,45,30,55,40,50,265,0.4 m,5.5 kg,100% male,Pink,https://dex.pokemonshowdown.com/pokemon/impidimp
860,Morgrem,None,8,https://play.pokemonshowdown.com/sprites/gen5/morgrem.png,-320px -2130px;,NFE,DARK,FAIRY,Prankster,Frisk,Pickpocket,None,Fairy,Human-Like,65,60,45,75,55,70,370,0.8 m,12.5 kg,100% male,Pink,https://dex.pokemonshowdown.com/pokemon/morgrem
861,Grimmsnarl,None,8,https://play.pokemonshowdown.com/sprites/gen5/grimmsnarl.png,-360px -2130px;,OU,DARK,FAIRY,Prankster,Frisk,Pickpocket,None,Fairy,Human-Like,95,120,65,95,75,60,510,1.5 m,61 kg,100% male,Purple,https://dex.pokemonshowdown.com/pokemon/grimmsnarl
861,Grimmsnarl,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/grimmsnarl-gmax.png,0px -2940px;,(Uber),DARK,FAIRY,Prankster,Frisk,Pickpocket,None,Fairy,Human-Like,95,120,65,95,75,60,510,32 m,0 kg,100% male,Purple,https://dex.pokemonshowdown.com/pokemon/grimmsnarlgmax
862,Obstagoon,None,8,https://play.pokemonshowdown.com/sprites/gen5/obstagoon.png,-400px -2130px;,UUBL,DARK,NORMAL,Reckless,Guts,Defiant,None,Field,None,93,90,101,60,81,95,520,1.6 m,46 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/obstagoon
863,Perrserker,None,8,https://play.pokemonshowdown.com/sprites/gen5/perrserker.png,-440px -2130px;,NU,STEEL,None,Battle Armor,Tough Claws,Steely Spirit,None,Field,None,70,110,100,50,60,50,440,0.8 m,28 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/perrserker
864,Cursola,None,8,https://play.pokemonshowdown.com/sprites/gen5/cursola.png,0px -2160px;,NU,GHOST,None,Weak Armor,None,Perish Body,None,Water 1,Water 3,60,95,50,145,130,30,510,1 m,0.4 kg,25% male  75% female,White,https://dex.pokemonshowdown.com/pokemon/cursola
865,Sirfetch'd,None,8,https://play.pokemonshowdown.com/sprites/gen5/sirfetchd.png,-40px -2160px;,UU,FIGHTING,None,Steadfast,None,Scrappy,None,Flying,Field,62,135,95,68,82,65,507,0.8 m,117 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/sirfetchd
866,Mr. Rime,None,8,https://play.pokemonshowdown.com/sprites/gen5/mrrime.png,-80px -2160px;,NU,ICE,PSYCHIC,Tangled Feet,Screen Cleaner,Ice Body,None,Human-Like,None,80,85,75,110,100,70,520,1.5 m,58.2 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/mrrime
867,Runerigus,None,8,https://play.pokemonshowdown.com/sprites/gen5/runerigus.png,-120px -2160px;,RU,GROUND,GHOST,Wandering Spirit,None,None,None,Mineral,Amorphous,58,95,145,50,105,30,483,1.6 m,66.6 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/runerigus
868,Milcery,None,8,https://play.pokemonshowdown.com/sprites/gen5/milcery.png,-160px -2160px;,LC,FAIRY,None,Sweet Veil,None,Aroma Veil,None,Fairy,Amorphous,45,40,40,50,61,34,270,0.2 m,0.3 kg,100% female,White,https://dex.pokemonshowdown.com/pokemon/milcery
869,Alcremie,None,8,https://play.pokemonshowdown.com/sprites/gen5/alcremie.png,-200px -2160px;,NU,FAIRY,None,Sweet Veil,None,Aroma Veil,None,Fairy,Amorphous,65,60,75,110,121,64,495,0.3 m,0.5 kg,100% female,White,https://dex.pokemonshowdown.com/pokemon/alcremie
869,Alcremie,Gmax,8,https://play.pokemonshowdown.com/sprites/gen5/alcremie-gmax.png,-40px -2940px;,(Uber),FAIRY,None,Sweet Veil,None,Aroma Veil,None,Fairy,Amorphous,65,60,75,110,121,64,495,30 m,0 kg,100% female,White,https://dex.pokemonshowdown.com/pokemon/alcremiegmax
870,Falinks,None,8,https://play.pokemonshowdown.com/sprites/gen5/falinks.png,-240px -2160px;,NU,FIGHTING,None,Battle Armor,None,Defiant,None,Fairy,Mineral,65,100,100,70,60,75,470,3 m,62 kg,100% genderless,Yellow,https://dex.pokemonshowdown.com/pokemon/falinks
871,Pincurchin,None,8,https://play.pokemonshowdown.com/sprites/gen5/pincurchin.png,-280px -2160px;,PU,ELECTRIC,None,Lightning Rod,None,Electric Surge,None,Water 1,Amorphous,48,101,95,91,85,15,435,0.3 m,1 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/pincurchin
872,Snom,None,8,https://play.pokemonshowdown.com/sprites/gen5/snom.png,-320px -2160px;,LC,ICE,BUG,Shield Dust,None,Ice Scales,None,Bug,None,30,25,35,45,30,20,185,0.3 m,3.8 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/snom
873,Frosmoth,None,8,https://play.pokemonshowdown.com/sprites/gen5/frosmoth.png,-360px -2160px;,RU,ICE,BUG,Shield Dust,None,Ice Scales,None,Bug,None,70,65,60,125,90,65,475,1.3 m,42 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/frosmoth
874,Stonjourner,None,8,https://play.pokemonshowdown.com/sprites/gen5/stonjourner.png,-400px -2160px;,PU,ROCK,None,Power Spot,None,None,None,Mineral,None,100,125,135,20,20,70,470,2.5 m,520 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/stonjourner
875,Eiscue,None,8,https://play.pokemonshowdown.com/sprites/gen5/eiscue.png,-440px -2160px;,(PU),ICE,None,Ice Face,None,None,None,Water 1,Field,75,80,110,65,90,50,470,1.4 m,89 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/eiscue
